"Year","State","Variable","Sex","Occupation","Estimate"
"2010","Idaho","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",597
"2010","Idaho","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",686
"2010","Idaho","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2273
"2010","Idaho","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",829
"2010","Idaho","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",514
"2010","Idaho","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",930
"2010","Illinois","B24020_170","Female","Computer, engineering, and science occupations:",60388
"2010","Illinois","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",36723
"2010","Illinois","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",33574
"2010","Illinois","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",7853
"2010","Illinois","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",11233
"2010","Illinois","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",4546
"2010","Illinois","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",9942
"2010","Illinois","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",3149
"2010","Illinois","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",9372
"2010","Illinois","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",981
"2010","Illinois","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",6131
"2010","Illinois","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2260
"2010","Illinois","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",14293
"2010","Illinois","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",7233
"2010","Illinois","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3978
"2010","Illinois","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",3082
"2010","Indiana","B24020_170","Female","Computer, engineering, and science occupations:",26018
"2010","Indiana","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",12677
"2010","Indiana","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",12080
"2010","Indiana","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",3248
"2010","Indiana","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",4422
"2010","Indiana","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",745
"2010","Indiana","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3665
"2010","Indiana","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",597
"2010","Indiana","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",5610
"2010","Indiana","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",148
"2010","Indiana","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",3400
"2010","Indiana","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2062
"2010","Indiana","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",7731
"2010","Indiana","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",3974
"2010","Indiana","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1598
"2010","Indiana","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2159
"2010","Iowa","B24020_170","Female","Computer, engineering, and science occupations:",13770
"2010","Iowa","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",7124
"2010","Iowa","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",6391
"2010","Iowa","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1157
"2010","Iowa","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",2427
"2010","Iowa","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1110
"2010","Iowa","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1697
"2010","Iowa","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",733
"2010","Iowa","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",2706
"2010","Iowa","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",52
"2010","Iowa","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1443
"2010","Iowa","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1211
"2010","Iowa","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",3940
"2010","Iowa","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",2326
"2010","Iowa","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",792
"2010","Iowa","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",822
"2010","Kansas","B24020_170","Female","Computer, engineering, and science occupations:",13068
"2010","Kansas","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",5845
"2010","Kansas","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",5390
"2010","Kansas","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1124
"2010","Kansas","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1231
"2010","Kansas","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",837
"2010","Kansas","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",2198
"2010","Kansas","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",455
"2010","Kansas","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",3424
"2010","Kansas","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",231
"2010","Kansas","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1650
"2010","Kansas","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1543
"2010","Kansas","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",3799
"2010","Kansas","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1344
"2010","Kansas","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1119
"2010","Kansas","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",1336
"2010","Kentucky","B24020_170","Female","Computer, engineering, and science occupations:",12150
"2010","Kentucky","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",6527
"2010","Kentucky","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",5816
"2010","Kentucky","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1389
"2010","Kentucky","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1661
"2010","Kentucky","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",916
"2010","Kentucky","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1850
"2010","Kentucky","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",711
"2010","Kentucky","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",2713
"2010","Kentucky","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",326
"2010","Kentucky","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1601
"2010","Kentucky","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",786
"2010","Kentucky","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2910
"2010","Kentucky","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1359
"2010","Kentucky","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",756
"2010","Kentucky","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",795
"2010","Louisiana","B24020_170","Female","Computer, engineering, and science occupations:",13153
"2010","Louisiana","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",5321
"2010","Louisiana","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",4492
"2010","Louisiana","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1024
"2010","Louisiana","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1487
"2010","Louisiana","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",831
"2010","Louisiana","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1150
"2010","Louisiana","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",829
"2010","Louisiana","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",3011
"2010","Louisiana","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",212
"2010","Louisiana","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1839
"2010","Louisiana","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",960
"2010","Louisiana","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",4821
"2010","Louisiana","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",2325
"2010","Louisiana","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1334
"2010","Louisiana","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",1162
"2010","Maine","B24020_170","Female","Computer, engineering, and science occupations:",5568
"2010","Maine","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",2618
"2010","Maine","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",2373
"2010","Maine","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",557
"2010","Maine","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",903
"2010","Maine","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",303
"2010","Maine","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",610
"2010","Maine","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",245
"2010","Maine","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1032
"2010","Maine","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",143
"2010","Maine","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",389
"2010","Maine","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",500
"2010","Maine","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",1918
"2010","Maine","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",829
"2010","Maine","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",219
"2010","Maine","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",870
"2010","Maryland","B24020_170","Female","Computer, engineering, and science occupations:",65042
"2010","Maryland","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",38954
"2010","Maryland","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",31491
"2010","Maryland","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",5762
"2010","Maryland","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",15747
"2010","Maryland","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",3137
"2010","Maryland","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",6845
"2010","Maryland","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",7463
"2010","Maryland","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",8086
"2010","Maryland","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1402
"2010","Maryland","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",5023
"2010","Maryland","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1661
"2010","Maryland","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",18002
"2010","Maryland","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",11694
"2010","Maryland","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3581
"2010","Maryland","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2727
"2010","Massachusetts","B24020_170","Female","Computer, engineering, and science occupations:",49138
"2010","Massachusetts","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",24044
"2010","Massachusetts","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",22253
"2010","Massachusetts","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",4749
"2010","Massachusetts","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",11406
"2010","Massachusetts","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",2441
"2010","Massachusetts","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3657
"2010","Massachusetts","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",1791
"2010","Massachusetts","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",7803
"2010","Massachusetts","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1656
"2010","Massachusetts","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",4924
"2010","Massachusetts","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1223
"2010","Massachusetts","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",17291
"2010","Massachusetts","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",11253
"2010","Massachusetts","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3652
"2010","Massachusetts","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2386
"2010","Michigan","B24020_170","Female","Computer, engineering, and science occupations:",41852
"2010","Michigan","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",19881
"2010","Michigan","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",17824
"2010","Michigan","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",4961
"2010","Michigan","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",6319
"2010","Michigan","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1881
"2010","Michigan","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",4663
"2010","Michigan","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",2057
"2010","Michigan","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",12325
"2010","Michigan","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",307
"2010","Michigan","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",9423
"2010","Michigan","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2595
"2010","Michigan","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",9646
"2010","Michigan","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",4410
"2010","Michigan","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",2503
"2010","Michigan","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2733
"2010","Minnesota","B24020_170","Female","Computer, engineering, and science occupations:",32781
"2010","Minnesota","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",20251
"2010","Minnesota","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",18599
"2010","Minnesota","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",4333
"2010","Minnesota","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",7241
"2010","Minnesota","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1904
"2010","Minnesota","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",5121
"2010","Minnesota","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",1652
"2010","Minnesota","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",4943
"2010","Minnesota","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",489
"2010","Minnesota","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",3182
"2010","Minnesota","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1272
"2010","Minnesota","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",7587
"2010","Minnesota","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",3511
"2010","Minnesota","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",2440
"2010","Minnesota","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",1636
"2010","Mississippi","B24020_170","Female","Computer, engineering, and science occupations:",6288
"2010","Mississippi","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",3814
"2010","Mississippi","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",3747
"2010","Mississippi","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",832
"2010","Mississippi","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1564
"2010","Mississippi","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",339
"2010","Mississippi","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1012
"2010","Mississippi","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",67
"2010","Mississippi","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1349
"2010","Mississippi","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",23
"2010","Mississippi","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",818
"2010","Mississippi","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",508
"2010","Mississippi","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",1125
"2010","Mississippi","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",633
"2010","Mississippi","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",333
"2010","Mississippi","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",159
"2010","Missouri","B24020_170","Female","Computer, engineering, and science occupations:",26641
"2010","Missouri","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",15581
"2010","Missouri","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",14515
"2010","Missouri","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",3695
"2010","Missouri","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",5186
"2010","Missouri","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1680
"2010","Missouri","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3954
"2010","Missouri","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",1066
"2010","Missouri","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",4459
"2010","Missouri","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",525
"2010","Missouri","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",2040
"2010","Missouri","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1894
"2010","Missouri","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",6601
"2010","Missouri","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",4177
"2010","Missouri","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1238
"2010","Missouri","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",1186
"2010","Montana","B24020_170","Female","Computer, engineering, and science occupations:",4792
"2010","Montana","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",1865
"2010","Montana","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",1567
"2010","Montana","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",66
"2010","Montana","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",283
"2010","Montana","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",536
"2010","Montana","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",682
"2010","Montana","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",298
"2010","Montana","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",718
"2010","Montana","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",126
"2010","Montana","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",136
