"Year","State","Variable","Sex","Occupation","Estimate"
"2010","Illinois","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",5020
"2010","Indiana","B24020_019","Male","Computer, engineering, and science occupations:",76948
"2010","Indiana","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",28840
"2010","Indiana","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",27085
"2010","Indiana","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",4215
"2010","Indiana","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",10184
"2010","Indiana","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",4262
"2010","Indiana","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",8424
"2010","Indiana","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",1755
"2010","Indiana","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",37782
"2010","Indiana","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1536
"2010","Indiana","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",27550
"2010","Indiana","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",8696
"2010","Indiana","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",10326
"2010","Indiana","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",6211
"2010","Indiana","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",244
"2010","Indiana","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",3871
"2010","Iowa","B24020_019","Male","Computer, engineering, and science occupations:",40105
"2010","Iowa","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",17902
"2010","Iowa","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",17197
"2010","Iowa","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",2510
"2010","Iowa","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",8248
"2010","Iowa","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",2060
"2010","Iowa","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",4379
"2010","Iowa","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",705
"2010","Iowa","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",16135
"2010","Iowa","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",637
"2010","Iowa","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",10789
"2010","Iowa","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",4709
"2010","Iowa","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",6068
"2010","Iowa","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",3745
"2010","Iowa","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",394
"2010","Iowa","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",1929
"2010","Kansas","B24020_019","Male","Computer, engineering, and science occupations:",42444
"2010","Kansas","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",18616
"2010","Kansas","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",18185
"2010","Kansas","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",2142
