"Year","GEOID","NAME","variable","estimate","moe","sex","label"
"2010","10","Delaware","B24020_178",296,268,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","10","Delaware","B24020_179",26,47,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","10","Delaware","B24020_180",270,263,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","10","Delaware","B24020_181",0,265,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","10","Delaware","B24020_182",2809,960,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","10","Delaware","B24020_183",1417,740,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","10","Delaware","B24020_184",466,249,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","10","Delaware","B24020_185",926,524,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","11","District of Columbia","B24020_170",8060,1329,"Female","Computer, engineering, and science occupations:"
"2010","11","District of Columbia","B24020_171",3696,794,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","11","District of Columbia","B24020_172",2235,604,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","11","District of Columbia","B24020_173",368,198,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","11","District of Columbia","B24020_174",1051,417,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","11","District of Columbia","B24020_175",338,227,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","11","District of Columbia","B24020_176",478,263,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","11","District of Columbia","B24020_177",1461,515,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","11","District of Columbia","B24020_178",379,284,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","11","District of Columbia","B24020_179",0,292,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","11","District of Columbia","B24020_180",329,265,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","11","District of Columbia","B24020_181",50,80,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","11","District of Columbia","B24020_182",3985,969,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","11","District of Columbia","B24020_183",1385,658,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","11","District of Columbia","B24020_184",2600,865,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","11","District of Columbia","B24020_185",0,292,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","12","Florida","B24020_170",59929,3899,"Female","Computer, engineering, and science occupations:"
"2010","12","Florida","B24020_171",32131,2840,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","12","Florida","B24020_172",28469,2794,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","12","Florida","B24020_173",6257,1378,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","12","Florida","B24020_174",9684,1412,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","12","Florida","B24020_175",3664,1106,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","12","Florida","B24020_176",8864,1605,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","12","Florida","B24020_177",3662,920,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","12","Florida","B24020_178",14141,1832,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","12","Florida","B24020_179",2308,1010,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","12","Florida","B24020_180",7642,1365,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","12","Florida","B24020_181",4191,1039,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","12","Florida","B24020_182",13657,2015,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","12","Florida","B24020_183",6174,1181,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","12","Florida","B24020_184",5551,1232,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","12","Florida","B24020_185",1932,824,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","13","Georgia","B24020_170",42109,3910,"Female","Computer, engineering, and science occupations:"
"2010","13","Georgia","B24020_171",26075,2675,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","13","Georgia","B24020_172",24077,2461,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","13","Georgia","B24020_173",5465,1256,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","13","Georgia","B24020_174",9510,1609,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","13","Georgia","B24020_175",2795,1031,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","13","Georgia","B24020_176",6307,1310,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","13","Georgia","B24020_177",1998,763,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","13","Georgia","B24020_178",5931,1414,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","13","Georgia","B24020_179",813,380,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","13","Georgia","B24020_180",3634,1135,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","13","Georgia","B24020_181",1484,564,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","13","Georgia","B24020_182",10103,1740,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","13","Georgia","B24020_183",6672,1340,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","13","Georgia","B24020_184",2053,797,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","13","Georgia","B24020_185",1378,635,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","15","Hawaii","B24020_170",5509,1241,"Female","Computer, engineering, and science occupations:"
"2010","15","Hawaii","B24020_171",1956,745,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","15","Hawaii","B24020_172",1536,599,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","15","Hawaii","B24020_173",414,267,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","15","Hawaii","B24020_174",404,259,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","15","Hawaii","B24020_175",175,169,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","15","Hawaii","B24020_176",543,455,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","15","Hawaii","B24020_177",420,371,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","15","Hawaii","B24020_178",1905,641,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","15","Hawaii","B24020_179",641,471,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","15","Hawaii","B24020_180",1000,549,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","15","Hawaii","B24020_181",264,209,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","15","Hawaii","B24020_182",1648,621,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","15","Hawaii","B24020_183",1018,465,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","15","Hawaii","B24020_184",270,210,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","15","Hawaii","B24020_185",360,381,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","16","Idaho","B24020_170",6208,1316,"Female","Computer, engineering, and science occupations:"
"2010","16","Idaho","B24020_171",2559,818,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","16","Idaho","B24020_172",2345,782,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","16","Idaho","B24020_173",313,238,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","16","Idaho","B24020_174",389,281,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","16","Idaho","B24020_175",316,208,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","16","Idaho","B24020_176",1327,687,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","16","Idaho","B24020_177",214,215,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","16","Idaho","B24020_178",1376,615,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","16","Idaho","B24020_179",93,164,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","16","Idaho","B24020_180",597,345,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","16","Idaho","B24020_181",686,463,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","16","Idaho","B24020_182",2273,659,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","16","Idaho","B24020_183",829,373,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","16","Idaho","B24020_184",514,307,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","16","Idaho","B24020_185",930,519,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","17","Illinois","B24020_170",60388,3909,"Female","Computer, engineering, and science occupations:"
"2010","17","Illinois","B24020_171",36723,2863,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","17","Illinois","B24020_172",33574,2748,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","17","Illinois","B24020_173",7853,1262,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","17","Illinois","B24020_174",11233,1667,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","17","Illinois","B24020_175",4546,1046,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","17","Illinois","B24020_176",9942,1648,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","17","Illinois","B24020_177",3149,911,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","17","Illinois","B24020_178",9372,1627,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","17","Illinois","B24020_179",981,510,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","17","Illinois","B24020_180",6131,1180,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","17","Illinois","B24020_181",2260,643,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","17","Illinois","B24020_182",14293,1699,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","17","Illinois","B24020_183",7233,1319,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","17","Illinois","B24020_184",3978,949,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","17","Illinois","B24020_185",3082,805,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","18","Indiana","B24020_170",26018,2670,"Female","Computer, engineering, and science occupations:"
"2010","18","Indiana","B24020_171",12677,1723,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","18","Indiana","B24020_172",12080,1667,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","18","Indiana","B24020_173",3248,929,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","18","Indiana","B24020_174",4422,1237,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","18","Indiana","B24020_175",745,340,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","18","Indiana","B24020_176",3665,789,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","18","Indiana","B24020_177",597,306,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","18","Indiana","B24020_178",5610,1184,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","18","Indiana","B24020_179",148,177,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","18","Indiana","B24020_180",3400,1020,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","18","Indiana","B24020_181",2062,705,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","18","Indiana","B24020_182",7731,1450,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","18","Indiana","B24020_183",3974,1064,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","18","Indiana","B24020_184",1598,648,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","18","Indiana","B24020_185",2159,782,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","19","Iowa","B24020_170",13770,1847,"Female","Computer, engineering, and science occupations:"
"2010","19","Iowa","B24020_171",7124,1172,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","19","Iowa","B24020_172",6391,1151,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","19","Iowa","B24020_173",1157,416,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","19","Iowa","B24020_174",2427,736,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","19","Iowa","B24020_175",1110,485,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","19","Iowa","B24020_176",1697,524,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","19","Iowa","B24020_177",733,371,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","19","Iowa","B24020_178",2706,702,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","19","Iowa","B24020_179",52,78,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","19","Iowa","B24020_180",1443,525,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","19","Iowa","B24020_181",1211,538,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","19","Iowa","B24020_182",3940,959,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","19","Iowa","B24020_183",2326,732,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","19","Iowa","B24020_184",792,391,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","19","Iowa","B24020_185",822,333,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","20","Kansas","B24020_170",13068,1590,"Female","Computer, engineering, and science occupations:"
"2010","20","Kansas","B24020_171",5845,1268,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","20","Kansas","B24020_172",5390,1246,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","20","Kansas","B24020_173",1124,446,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","20","Kansas","B24020_174",1231,547,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","20","Kansas","B24020_175",837,462,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","20","Kansas","B24020_176",2198,802,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","20","Kansas","B24020_177",455,247,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","20","Kansas","B24020_178",3424,898,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","20","Kansas","B24020_179",231,200,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","20","Kansas","B24020_180",1650,618,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","20","Kansas","B24020_181",1543,686,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","20","Kansas","B24020_182",3799,1118,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","20","Kansas","B24020_183",1344,521,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","20","Kansas","B24020_184",1119,583,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","20","Kansas","B24020_185",1336,740,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","21","Kentucky","B24020_170",12150,1738,"Female","Computer, engineering, and science occupations:"
"2010","21","Kentucky","B24020_171",6527,1158,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","21","Kentucky","B24020_172",5816,1132,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","21","Kentucky","B24020_173",1389,585,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","21","Kentucky","B24020_174",1661,678,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","21","Kentucky","B24020_175",916,377,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","21","Kentucky","B24020_176",1850,576,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","21","Kentucky","B24020_177",711,457,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","21","Kentucky","B24020_178",2713,952,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","21","Kentucky","B24020_179",326,258,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","21","Kentucky","B24020_180",1601,757,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","21","Kentucky","B24020_181",786,422,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","21","Kentucky","B24020_182",2910,919,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","21","Kentucky","B24020_183",1359,703,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","21","Kentucky","B24020_184",756,342,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","21","Kentucky","B24020_185",795,468,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","22","Louisiana","B24020_170",13153,1960,"Female","Computer, engineering, and science occupations:"
"2010","22","Louisiana","B24020_171",5321,1289,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","22","Louisiana","B24020_172",4492,1219,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","22","Louisiana","B24020_173",1024,585,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","22","Louisiana","B24020_174",1487,721,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","22","Louisiana","B24020_175",831,466,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","22","Louisiana","B24020_176",1150,625,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","22","Louisiana","B24020_177",829,482,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","22","Louisiana","B24020_178",3011,816,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","22","Louisiana","B24020_179",212,204,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","22","Louisiana","B24020_180",1839,579,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","22","Louisiana","B24020_181",960,517,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","22","Louisiana","B24020_182",4821,1119,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","22","Louisiana","B24020_183",2325,685,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","22","Louisiana","B24020_184",1334,533,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","22","Louisiana","B24020_185",1162,583,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","23","Maine","B24020_170",5568,1113,"Female","Computer, engineering, and science occupations:"
"2010","23","Maine","B24020_171",2618,794,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","23","Maine","B24020_172",2373,732,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","23","Maine","B24020_173",557,317,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","23","Maine","B24020_174",903,418,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2010","23","Maine","B24020_175",303,339,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2010","23","Maine","B24020_176",610,387,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2010","23","Maine","B24020_177",245,305,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2010","23","Maine","B24020_178",1032,510,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2010","23","Maine","B24020_179",143,170,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2010","23","Maine","B24020_180",389,259,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2010","23","Maine","B24020_181",500,386,"Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2010","23","Maine","B24020_182",1918,658,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2010","23","Maine","B24020_183",829,428,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2010","23","Maine","B24020_184",219,152,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2010","23","Maine","B24020_185",870,407,"Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2010","24","Maryland","B24020_170",65042,3596,"Female","Computer, engineering, and science occupations:"
"2010","24","Maryland","B24020_171",38954,3091,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2010","24","Maryland","B24020_172",31491,2992,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2010","24","Maryland","B24020_173",5762,1120,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2010","24","Maryland","B24020_174",15747,1910,"Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
